family,conversation_id,peak_lfi,mean_lfi,cumulative_lfi,fragmentation_slope
Task_Decomposition,242,38,19.571428571428573,137,4.071428571428571
Task_Decomposition,243,12,6.571428571428571,46,0.5357142857142857
Task_Decomposition,244,24,12.571428571428571,88,-0.03571428571428565
Task_Decomposition,240,69,43.285714285714285,303,5.571428571428572
Task_Decomposition,245,38,23.428571428571427,164,3.214285714285714
Task_Decomposition,246,11,7.428571428571429,52,0.07142857142857142
Task_Decomposition,249,25,11.714285714285714,82,2.071428571428571
Task_Decomposition,250,15,5.428571428571429,38,0.46428571428571425
Structured_Data,251,9,4.0,28,0.3571428571428571
Task_Decomposition,247,42,23.142857142857142,162,1.4285714285714284
Task_Decomposition,248,25,14.857142857142858,104,1.5
Structured_Data,253,12,3.857142857142857,27,1.107142857142857
Structured_Data,252,5,2.4285714285714284,17,0.10714285714285712
Structured_Data,255,10,4.571428571428571,32,0.7142857142857142
Structured_Data,258,12,7.428571428571429,52,-0.03571428571428571
Structured_Data,254,6,3.0,21,0.6785714285714285
Structured_Data,256,17,9.142857142857142,64,1.1428571428571428
Structured_Data,257,6,3.7142857142857144,26,0.3928571428571427
Structured_Data,262,7,3.142857142857143,22,0.42857142857142855
Structured_Data,261,12,4.857142857142857,34,0.857142857142857
Structured_Data,259,29,13.857142857142858,97,-0.7857142857142857
Structured_Data,264,9,3.5714285714285716,25,0.3214285714285714
Structured_Data,260,9,4.714285714285714,33,0.8214285714285713
Structured_Data,263,15,7.714285714285714,54,0.5357142857142857
Structured_Data,267,44,8.714285714285714,61,2.392857142857143
Structured_Data,268,8,4.285714285714286,30,0.6428571428571429
Structured_Data,269,8,4.142857142857143,29,1.25
Structured_Data,266,36,12.571428571428571,88,4.428571428571429
Structured_Data,270,9,3.857142857142857,27,0.7142857142857141
Structured_Data,265,11,3.7142857142857144,26,-0.42857142857142855
Structured_Data,274,12,4.285714285714286,30,0.5714285714285714
Structured_Data,273,7,4.285714285714286,30,-0.07142857142857142
Structured_Data,271,5,2.4285714285714284,17,0.39285714285714285
Structured_Data,272,11,5.714285714285714,40,1.3571428571428568
Structured_Data,275,11,5.428571428571429,38,0.6428571428571428
Structured_Data,276,15,5.285714285714286,37,0.8928571428571429
Structured_Data,278,7,2.5714285714285716,18,-0.07142857142857144
Structured_Data,277,10,4.857142857142857,34,0.14285714285714285
Structured_Data,279,3,1.0,7,0.14285714285714285
Structured_Data,282,7,4.714285714285714,33,0.7142857142857141
Structured_Data,284,13,3.4285714285714284,24,1.3214285714285714
Structured_Data,285,6,3.4285714285714284,24,0.10714285714285712
Structured_Data,280,11,4.142857142857143,29,0.75
Structured_Data,281,87,13.714285714285714,96,9.214285714285714
Structured_Data,283,10,4.714285714285714,33,0.42857142857142866
Structured_Data,287,14,9.428571428571429,66,0.8571428571428571
Structured_Data,288,8,4.0,28,0.0
Structured_Data,289,13,7.571428571428571,53,-0.5714285714285714
Structured_Data,291,15,6.0,42,0.03571428571428571
Structured_Data,286,26,6.428571428571429,45,2.8571428571428568
Structured_Data,293,13,9.714285714285714,68,0.6428571428571428
Structured_Data,290,5,1.8571428571428572,13,0.4285714285714285
Structured_Data,296,16,7.714285714285714,54,1.5357142857142854
Structured_Data,294,60,16.571428571428573,116,5.321428571428571
Structured_Data,298,8,2.857142857142857,20,-0.75
Structured_Data,292,17,5.571428571428571,39,0.03571428571428565
Structured_Data,295,24,11.0,77,1.9285714285714284
Structured_Data,300,8,3.2857142857142856,23,0.5
Structured_Data,301,35,10.142857142857142,71,3.3571428571428568
Structured_Data,297,32,12.714285714285714,89,4.571428571428571
Structured_Data,304,6,3.4285714285714284,24,0.17857142857142855
Structured_Data,299,8,3.7142857142857144,26,0.75
Structured_Data,305,12,5.428571428571429,38,0.9642857142857142
Structured_Data,302,8,3.857142857142857,27,-0.42857142857142855
Structured_Data,303,10,5.571428571428571,39,0.21428571428571427
Structured_Data,307,12,7.0,49,0.8928571428571428
Structured_Data,306,38,11.0,77,4.357142857142857
Structured_Data,308,57,14.0,98,5.178571428571428
Structured_Data,311,10,5.428571428571429,38,0.5
Structured_Data,310,14,6.571428571428571,46,-1.1785714285714286
Structured_Data,309,12,5.714285714285714,40,2.1428571428571423
Structured_Data,313,8,4.714285714285714,33,0.3571428571428571
Structured_Data,312,16,10.428571428571429,73,0.4999999999999999
Structured_Data,314,11,4.285714285714286,30,-1.0357142857142856
Structured_Data,318,12,9.571428571428571,67,-0.3571428571428571
Structured_Data,316,17,8.714285714285714,61,0.6071428571428571
Structured_Data,315,16,8.571428571428571,60,-0.8571428571428571
Structured_Data,317,20,10.714285714285714,75,1.1785714285714286
Structured_Data,319,10,6.0,42,0.6785714285714285
Structured_Data,321,9,3.857142857142857,27,1.1428571428571426
Structured_Data,320,8,4.285714285714286,30,0.857142857142857
Structured_Data,325,9,4.714285714285714,33,-0.10714285714285711
Structured_Data,322,79,36.285714285714285,254,4.214285714285715
Structured_Data,326,14,5.285714285714286,37,1.6071428571428572
Structured_Data,324,7,3.0,21,0.17857142857142855
Structured_Data,323,17,6.285714285714286,44,2.2142857142857144
Structured_Data,329,7,3.0,21,1.25
Structured_Data,328,12,5.0,35,1.75
Structured_Data,327,16,7.0,49,0.03571428571428571
Structured_Data,331,10,3.142857142857143,22,1.0714285714285714
Structured_Data,330,33,15.857142857142858,111,2.964285714285714
Structured_Data,333,120,23.0,161,5.5
Structured_Data,332,13,9.285714285714286,65,0.8214285714285714
Structured_Data,334,10,4.0,28,0.42857142857142855
Structured_Data,336,14,5.285714285714286,37,0.3214285714285714
Structured_Data,338,5,2.5714285714285716,18,0.2857142857142857
Structured_Data,340,13,3.4285714285714284,24,0.3214285714285714
Structured_Data,337,7,4.571428571428571,32,0.3214285714285714
Structured_Data,335,44,9.571428571428571,67,4.392857142857142
Structured_Data,341,78,17.285714285714285,121,9.678571428571429
Structured_Data,339,39,11.142857142857142,78,3.535714285714286
Structured_Data,342,13,8.0,56,0.2857142857142857
Structured_Data,343,6,2.0,14,0.5
Structured_Data,347,9,4.285714285714286,30,0.14285714285714288
Structured_Data,346,13,5.142857142857143,36,2.0
Structured_Data,344,6,2.7142857142857144,19,0.17857142857142852
Structured_Data,349,11,5.714285714285714,40,0.6785714285714287
Structured_Data,345,15,10.285714285714286,72,0.5714285714285714
Structured_Data,348,22,7.571428571428571,53,0.7142857142857145
Structured_Data,352,3,1.4285714285714286,10,-0.14285714285714285
Structured_Data,350,9,4.142857142857143,29,0.2857142857142857
Structured_Data,351,30,6.142857142857143,43,3.321428571428571
Structured_Data,353,14,7.428571428571429,52,0.1785714285714285
Structured_Data,358,10,5.571428571428571,39,-0.17857142857142855
Structured_Data,355,7,4.571428571428571,32,0.3571428571428571
Structured_Data,360,13,8.285714285714286,58,-0.21428571428571427
Structured_Data,356,20,6.0,42,1.0714285714285714
Structured_Data,354,6,3.142857142857143,22,-0.4285714285714286
Structured_Data,359,12,7.142857142857143,50,1.1428571428571428
Structured_Data,357,22,6.571428571428571,46,0.4285714285714285
Structured_Data,364,30,5.285714285714286,37,1.0
Structured_Data,363,12,3.7142857142857144,26,0.5357142857142856
Structured_Data,362,6,2.4285714285714284,17,0.6428571428571428
Structured_Data,361,26,11.142857142857142,78,2.3928571428571423
Structured_Data,367,6,3.7142857142857144,26,-0.17857142857142855
Structured_Data,365,19,5.714285714285714,40,1.1785714285714286
Structured_Data,366,31,10.285714285714286,72,0.7857142857142857
Structured_Data,368,23,7.428571428571429,52,2.8214285714285707
Structured_Data,370,30,12.571428571428571,88,2.035714285714286
Structured_Data,372,16,11.428571428571429,80,0.21428571428571427
Structured_Data,374,15,9.285714285714286,65,0.5357142857142857
Structured_Data,369,15,10.285714285714286,72,0.7142857142857142
Structured_Data,371,20,9.857142857142858,69,2.071428571428571
Structured_Data,376,6,2.5714285714285716,18,-0.46428571428571425
Structured_Data,375,13,7.714285714285714,54,0.6428571428571428
Structured_Data,373,43,13.0,91,1.2857142857142856
Structured_Data,377,10,3.0,21,-0.25
Structured_Data,380,30,11.142857142857142,78,3.964285714285714
Structured_Data,378,8,4.571428571428571,32,-0.07142857142857142
Structured_Data,383,9,4.857142857142857,34,0.6071428571428571
Structured_Data,379,14,6.0,42,1.4642857142857142
Structured_Data,382,21,9.0,63,2.214285714285714
Structured_Data,381,6,2.142857142857143,15,-0.21428571428571427
Structured_Data,385,15,6.428571428571429,45,-0.5
Structured_Data,384,12,6.428571428571429,45,0.32142857142857134
Structured_Data,388,5,1.7142857142857142,12,0.03571428571428573
Structured_Data,391,32,9.142857142857142,64,2.0357142857142856
Structured_Data,386,18,8.285714285714286,58,-1.5000000000000002
Structured_Data,389,12,5.714285714285714,40,0.6785714285714284
Structured_Data,387,42,12.428571428571429,87,1.4285714285714282
Structured_Data,390,6,4.428571428571429,31,0.3214285714285714
Structured_Data,393,19,7.142857142857143,50,1.1785714285714286
Structured_Data,392,9,5.571428571428571,39,0.9642857142857142
Structured_Data,395,24,10.428571428571429,73,3.3571428571428563
Structured_Data,396,22,10.857142857142858,76,2.392857142857143
Structured_Data,397,120,19.571428571428573,137,4.357142857142857
Structured_Data,394,47,17.285714285714285,121,6.285714285714286
Structured_Data,399,8,3.2857142857142856,23,-0.8928571428571428
Structured_Data,398,9,4.857142857142857,34,0.8214285714285714
Structured_Data,402,18,12.714285714285714,89,-0.46428571428571425
Structured_Data,401,21,10.142857142857142,71,1.4285714285714284
Structured_Data,406,5,2.4285714285714284,17,0.42857142857142855
Structured_Data,404,12,5.142857142857143,36,2.0
Structured_Data,400,11,5.285714285714286,37,1.1071428571428572
Structured_Data,403,24,10.714285714285714,75,2.75
Structured_Data,405,8,4.285714285714286,30,0.10714285714285716
Structured_Data,407,10,6.428571428571429,45,0.7857142857142857
Structured_Data,408,8,4.714285714285714,33,-0.03571428571428571
Structured_Data,410,7,3.2857142857142856,23,0.1785714285714286
Structured_Data,409,13,8.857142857142858,62,-0.5
Structured_Data,411,8,6.142857142857143,43,0.3571428571428571
Structured_Data,412,5,2.4285714285714284,17,0.6785714285714285
Structured_Data,413,37,10.285714285714286,72,3.535714285714286
Structured_Data,415,40,7.714285714285714,54,2.214285714285714
Structured_Data,416,9,5.142857142857143,36,-0.14285714285714282
Structured_Data,417,9,6.0,42,-0.7142857142857142
Structured_Data,418,10,3.2857142857142856,23,0.8214285714285715
Structured_Data,414,15,5.571428571428571,39,1.75
Structured_Data,419,6,3.7142857142857144,26,0.39285714285714296
Structured_Data,421,5,2.857142857142857,20,0.10714285714285714
Structured_Data,420,9,4.714285714285714,33,0.9642857142857144
Structured_Data,425,16,5.428571428571429,38,0.8571428571428573
Structured_Data,422,11,5.285714285714286,37,1.1785714285714288
Structured_Data,423,193,33.857142857142854,237,19.928571428571427
Structured_Data,426,15,8.0,56,0.7857142857142857
Structured_Data,427,14,8.571428571428571,60,1.0357142857142858
Structured_Data,424,73,17.285714285714285,121,4.964285714285713
Structured_Data,430,11,4.0,28,0.10714285714285714
Structured_Data,428,18,7.714285714285714,54,2.1428571428571423
Structured_Data,432,17,7.0,49,1.107142857142857
Structured_Data,433,15,8.285714285714286,58,1.607142857142857
Structured_Data,429,25,10.428571428571429,73,2.607142857142857
Structured_Data,431,39,13.0,91,3.9285714285714284
Structured_Data,435,17,9.571428571428571,67,1.6785714285714288
Structured_Data,437,8,3.4285714285714284,24,1.5714285714285714
Structured_Data,434,17,9.142857142857142,64,1.1785714285714286
Structured_Data,436,101,17.571428571428573,123,10.392857142857142
Structured_Data,440,25,6.428571428571429,45,0.4285714285714284
Structured_Data,438,12,7.428571428571429,52,0.25
Structured_Data,439,7,4.285714285714286,30,0.46428571428571425
Structured_Data,444,6,2.857142857142857,20,-0.14285714285714282
Structured_Data,443,11,4.571428571428571,32,-0.4642857142857142
Structured_Data,445,14,7.714285714285714,54,-0.03571428571428575
Structured_Data,441,5,2.2857142857142856,16,0.5357142857142857
Structured_Data,442,8,4.428571428571429,31,0.42857142857142855
Structured_Data,448,3,1.0,7,0.10714285714285714
Structured_Data,451,4,1.2857142857142858,9,-0.07142857142857141
Structured_Data,446,27,10.285714285714286,72,3.214285714285714
Structured_Data,449,13,6.142857142857143,43,1.4285714285714284
Structured_Data,447,29,9.857142857142858,69,2.5
Structured_Data,452,5,3.2857142857142856,23,0.14285714285714285
Structured_Data,450,17,5.285714285714286,37,0.10714285714285716
Structured_Data,454,13,6.857142857142857,48,1.0714285714285714
Structured_Data,455,8,5.142857142857143,36,0.46428571428571425
Structured_Data,456,9,3.5714285714285716,25,-0.10714285714285714
Structured_Data,453,10,4.571428571428571,32,0.6785714285714285
Structured_Data,458,14,6.428571428571429,45,0.5714285714285713
Structured_Data,457,12,6.0,42,0.5357142857142857
